Flight Number, Start Time (UTC), Sim Start Time (UTC), Origination Airport, Origination Airport Name, Departure Runway, Destination Airport, Destination Airport Name, Flight Time, Flight Time - Day, Flight Time - Night, Flight Distance (nm), Take Offs, Day Takeoffs, Night Takeoffs, Landings, Day Landings, Night Landings, Aircraft Mfg, Aircraft Type, Aircraft Codename, Aircraft Model, Startup Location, Type of Flight Decoded, Latitude,Longitude,Weather,Flight Description
178,2022/12/19 2:14:06,2022/12/19 13:13:20,LFNC,"Mont-Dauphin - St-Crépin Airfield,   PAC",34,LFNC,"Mont-Dauphin - St-Crépin Airfield,   PAC",00:00:00,00:00:00,00:00:00,0.2158,0,0,0,0,0,0,Microsoft/Carenado,"PLANETYPE_PROPELLER","microsoft-aircraft-v35-bonanza","Beechcraft V35B Bonanza G-BSVH",Runway,Free Flight,44.7006313895068,6.59904998727143,"实况","asobo-freeflights"
179,2022/12/19 2:16:26,2022/12/19 13:13:03,LFNC,"Mont-Dauphin - St-Crépin Airfield,   PAC",16,LFNC,"Mont-Dauphin - St-Crépin Airfield,   PAC",00:00:07,00:00:07,00:00:00,0.8124,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-da62","DA62 Asobo",Runway,Free Flight,44.6919479091159,6.60350362770259,"实况","asobo-freeflights"
180,2022/12/19 3:52:04,2022/12/19 3:02:11,LSMM,"Meiringen Air Base,  Meiringen BE",28,LSMM,"Meiringen Air Base,  Meiringen BE",00:00:00,00:00:00,00:00:00,0.4981,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-da62","DA62 Asobo",Runway,Free Flight,46.7435348813958,8.11633463948965,"实况","asobo-freeflights"
181,2022/12/19 3:54:34,2022/12/19 3:02:11,LSMM,"Meiringen Air Base,  Meiringen BE",28,LSMI,"Interlaken Air Base,  Interlaken BE",00:07:49,00:07:49,00:00:00,13.8896,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-da62","DA62 Asobo",Runway,Free Flight,46.688392531307,7.89946664124727,"实况","asobo-freeflights"
182,2022/12/19 7:06:32,2022/12/19 11:00:26,LSZH,"Zürich Airport,  Zurich ZH",10,LSZH,"Zürich Airport,  Zurich ZH",00:03:35,00:03:35,00:00:00,2.5023,1,1,0,1,1,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-c172sp-as1000","Cessna Skyhawk G1000 Asobo",Runway,Free Flight,47.4530517159497,8.57178177684546,"实况","asobo-freeflights"
183,2022/12/19 7:18:45,2022/12/19 11:00:02,LSZH,"Zürich Airport,  Zurich ZH",10,LSZH,"Zürich Airport,  Zurich ZH",00:00:06,00:00:06,00:00:00,0.3790,1,1,0,1,1,0,Microsoft / iniBuilds,"PLANETYPE_PROPELLER","microsoft-aircraft-jn4","Curtiss JN-4D Jenny",Runway,Free Flight,47.4569120403929,8.54567122645676,"实况","asobo-freeflights"
184,2022/12/19 7:20:34,2022/12/19 11:00:02,LSZH,"Zürich Airport,  Zurich ZH",10,LSZH,"Zürich Airport,  Zurich ZH",00:00:06,00:00:06,00:00:00,0.3907,0,0,0,0,0,0,Microsoft / iniBuilds,"PLANETYPE_PROPELLER","microsoft-aircraft-jn4","Curtiss JN-4D Jenny",Runway,Free Flight,47.4580818356788,8.54652341455221,"实况","asobo-freeflights"
185,2022/12/20 6:29:48,2022/12/20 6:02:34,RJTT,"Tokyo Haneda International Airport,  Tokyo 13",22,RJAA,"Narita International Airport,  Narita 12",00:16:50,00:16:50,00:00:00,47.7474,1,1,0,1,1,0,IRIS Simulations,"PLANETYPE_TURBO","iris-aircraft-pc21","IRIS PC-21 - PILATUS 2022",Runway,Free Flight,35.7925683005474,140.386903071776,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
186,2022/12/21 2:42:03,2022/12/21 2:01:02,ZSPD,"Shanghai Pudong International Airport,  Shanghai (Pudong) 31",35,ZSPD,"Shanghai Pudong International Airport,  Shanghai (Pudong) 31",00:00:40,00:00:40,00:00:00,3.9512,1,1,0,0,0,0,IRIS Simulations,"PLANETYPE_TURBO","iris-aircraft-pc21","IRIS PC-21 - PILATUS 2022",Parking,Free Flight,31.1613667608169,121.78368749097,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
187,2022/12/22 11:01:06,2022/12/22 10:01:37,EBBR,"Brussels Airport,  Zaventem BRU",25,EGKK,"London Gatwick Airport,  Gatwick  Surrey",00:30:44,00:30:44,00:00:00,179.2738,1,1,0,1,1,0,Asobo Studio,"PLANETYPE_JET","asobo-aircraft-fa18e","Boeing F/A 18E Super Hornet Asobo",Runway,Free Flight,51.1468513010223,-0.210982477292418,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
188,2022/12/22 11:46:29,2022/12/22 11:02:05,GMTT,"Tangier Ibn Battuta Airport,  Tangier TNG",28,LXGB,"Gibraltar Airport,  Gibraltar",00:12:18,00:12:18,00:00:00,41.1867,1,1,0,1,1,0,Asobo Studio,"PLANETYPE_JET","asobo-aircraft-fa18e","Boeing F/A 18E Super Hornet Asobo",Runway,Free Flight,36.1513625115605,-5.34551256336272,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
189,2022/12/24 8:26:41,2022/12/25 2:58:46,KVCV,"Southern California Logistics Airport,  Victorville CA",35,KVCV,"Southern California Logistics Airport,  Victorville CA",00:00:00,00:00:00,00:00:00,0.1574,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-xcub","Asobo XCub",Runway,Free Flight,34.5825140600395,-117.386966636404,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
190,2022/12/24 8:28:19,2022/12/25 2:58:46,KVCV,"Southern California Logistics Airport,  Victorville CA",35,KVCV,"Southern California Logistics Airport,  Victorville CA",00:03:49,00:03:49,00:00:00,5.2425,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-xcub","Asobo XCub",Runway,Free Flight,34.5810383182943,-117.39122338593,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
191,2022/12/24 8:53:31,2006/8/6 19:11:40,TNCM,"Princess Juliana International Airport,  Saint Martin",28,TFFG,"Grand Case-Espérance Airport,  Grand Case",00:03:27,00:03:27,00:00:00,7.3148,1,1,0,1,1,0,Microsoft/Carenado,"PLANETYPE_PROPELLER","microsoft-aircraft-v35-bonanza","Beechcraft V35B Bonanza G-BSVH",Runway,Free Flight,18.0992796260654,-63.0449860263616,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
192,2022/12/26 11:23:05,2022/12/26 11:01:32,LSMM,"Meiringen Air Base,  Meiringen BE",10,LSPG,"Flugplatz Kagiswil,   OW",00:07:33,00:07:33,00:00:00,11.5241,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-xcub","Asobo XCub Skis",Runway,Free Flight,46.7794565950959,8.32609922625124,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
193,2022/12/26 11:35:54,2022/12/26 10:02:07,LSMM,"Meiringen Air Base,  Meiringen BE",10,LSMM,"Meiringen Air Base,  Meiringen BE",00:00:51,00:00:51,00:00:00,1.6810,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-da40-ng","DA40-NG Asobo",Runway,Free Flight,46.7423380908341,8.13538343645632,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
194,2022/12/26 12:44:31,2022/12/26 12:02:18,LSMM,"Meiringen Air Base,  Meiringen BE",10,LSPG,"Flugplatz Kagiswil,   OW",00:10:25,00:10:25,00:00:00,18.2975,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-da62","DA62 Asobo",Runway,Free Flight,46.7740035493789,8.47521336749196,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
195,2022/12/27 2:49:10,2022/9/3 14:15:00,KJRB,"Downtown Manhattan Heliport,  New York NY",0,KEWR,"Newark Liberty International Airport,  Newark NJ",00:08:33,00:08:33,00:00:00,8.9522,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_ROTORCRAFT","asobo-aircraft-cabri-g2","Asobo Cabri G2",Flying,Discovery Flight,40.6939655560277,-74.168095914647,"HelicoWeather","asobo-discovery-helicopters"
196,2022/12/27 2:58:36,2022/9/3 14:15:00,KJRB,"Downtown Manhattan Heliport,  New York NY",0,6N7,"New York Skyports Inc Seaplane Base,  New York NY",00:03:11,00:03:11,00:00:00,3.9743,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_ROTORCRAFT","asobo-aircraft-cabri-g2","Asobo Cabri G2",Flying,Discovery Flight,40.7305891468993,-73.9306795969605,"HelicoWeather","asobo-discovery-helicopters"
197,2022/12/27 3:05:12,2022/9/3 14:15:02,LSMM,"Meiringen Air Base,  Meiringen BE",10,LSMM,"Meiringen Air Base,  Meiringen BE",00:00:56,00:00:56,00:00:00,1.2935,1,1,0,0,0,0,HPG & Destroyer121, livery by pizzamonster,"PLANETYPE_OTHER","hpg-airbus-h135","Airbus H135 BLUE BIRD",Runway,Free Flight,46.7360571899918,8.1200308073312,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
198,2022/12/27 3:07:16,2022/9/3 14:15:02,LSMM,"Meiringen Air Base,  Meiringen BE",10,LSZC,"Buochs Airport,  Buochs NW",00:10:22,00:10:22,00:00:00,19.0214,1,1,0,0,0,0,HPG & Destroyer121, livery by pizzamonster,"PLANETYPE_OTHER","hpg-airbus-h135","Airbus H135 BLUE BIRD",Runway,Free Flight,46.7753713100207,8.51723117753863,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
199,2022/12/27 12:02:10,2022/12/27 11:02:01,LSMM,"Meiringen Air Base,  Meiringen BE",10,LSMM,"Meiringen Air Base,  Meiringen BE",00:01:14,00:01:14,00:00:00,0.9383,1,1,0,0,0,0,HPG & Destroyer121, livery by pizzamonster,"PLANETYPE_OTHER","hpg-airbus-h135","Airbus H135 BLUE BIRD",Runway,Free Flight,46.7405474042043,8.11821453273296,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
200,2022/12/28 8:17:32,2022/12/28 8:01:38,LIRF,"Rome–Fiumicino Leonardo da Vinci International Airport,  Rome 62",25,LIRF,"Rome–Fiumicino Leonardo da Vinci International Airport,  Rome 62",00:00:00,00:00:00,00:00:00,0.0769,0,0,0,0,0,0,VolcTech/FlightFX,"PLANETYPE_JET","ffx-aircraft-visionjet","FFX Vision Jet Shuttle",Runway,Free Flight,41.8093293673607,12.2684190887958,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
201,2022/12/28 8:32:58,2022/12/28 8:57:01,GMTT,"Tangier Ibn Battuta Airport,  Tangier TNG",28,GMTT,"Tangier Ibn Battuta Airport,  Tangier TNG",00:01:17,00:01:17,00:00:00,2.8313,1,1,0,0,0,0,VolcTech/FlightFX,"PLANETYPE_JET","ffx-aircraft-visionjet","FFX Vision Jet Uluru",Runway,Free Flight,35.745731496988,-5.94854691065848,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
202,2022/12/28 9:28:53,2022/12/28 8:02:05,GMTT,"Tangier Ibn Battuta Airport,  Tangier TNG",28,LXGB,"Gibraltar Airport,  Gibraltar",00:15:50,00:15:50,00:00:00,42.3571,1,1,0,1,1,0,VolcTech/FlightFX,"PLANETYPE_JET","ffx-aircraft-visionjet","FFX Vision Jet Uluru",Runway,Free Flight,36.1511015572275,-5.34835034050047,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
203,2022/12/30 1:38:10,2022/12/29 18:03:35,WIII,"Soekarno-Hatta International Airport,  Jakarta BT",25,WIPP,"Sultan Mahmud Badaruddin II Airport,  Palembang SS",00:45:00,00:45:00,00:00:00,236.7777,1,1,0,1,1,0,Asobo Studio,"PLANETYPE_JET","asobo-aircraft-fa18e","Boeing F/A 18E Super Hornet Asobo",Runway,Free Flight,-2.89698902692029,104.699415676296,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
204,2023/1/1 12:37:24,2023/1/1 12:02:33,LFML,"Marseille Provence Airport,  Marseille PAC",31,LFMN,"Nice-Côte d'Azur Airport,  Nice PAC",00:36:53,00:36:53,00:00:00,104.4662,1,1,0,0,0,0,IRIS Simulations,"PLANETYPE_TURBO","iris-aircraft-pc21","IRIS PC-21 - PILATUS 2022",Runway,Free Flight,43.6612322843502,7.22230701707304,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
205,2023/1/2 7:48:03,2023/1/2 18:48:02,KCGX,"Chicago Meigs Airport,  Chicago IL",36,KCGX,"Chicago Meigs Airport,  Chicago IL",00:00:02,00:00:02,00:00:00,0.0821,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-c172sp-as1000","Cessna Skyhawk G1000 Asobo",Parking,Free Flight,41.8531876921539,-87.607623199001,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
206,2023/1/2 7:53:14,2023/1/2 18:48:02,KCGX,"Chicago Meigs Airport,  Chicago IL",36,KCGX,"Chicago Meigs Airport,  Chicago IL",00:01:39,00:01:39,00:00:00,2.9063,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-c172sp-as1000","Cessna Skyhawk G1000 Asobo",Parking,Free Flight,41.9016352138376,-87.6124922465533,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
207,2023/1/4 8:02:10,2023/1/4 7:02:17,KSTL,"St Louis Lambert International Airport,  St Louis MO",12,KCGX,"Chicago Meigs Airport,  Chicago IL",00:52:20,00:52:20,00:00:00,230.7917,1,1,0,1,1,0,IRIS Simulations,"PLANETYPE_TURBO","iris-aircraft-pc21","IRIS PC-21 - PILATUS 2022",Runway,Free Flight,41.8583437898368,-87.6093746814877,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
208,2023/1/4 11:23:39,2023/1/4 18:32:01,KLAX,"Los Angeles International Airport,  Los Angeles CA",25,KLAX,"Los Angeles International Airport,  Los Angeles CA",00:00:29,00:00:29,00:00:00,1.3640,1,1,0,0,0,0,IRIS Simulations,"PLANETYPE_TURBO","iris-aircraft-pc21","IRIS PC-21 - PILATUS 2022",Runway,Free Flight,33.938154822906,-118.406068263575,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
209,2023/1/4 11:32:24,2023/1/4 18:32:02,KTPA,"Tampa International Airport,  Tampa FL",19,KTPA,"Tampa International Airport,  Tampa FL",00:01:29,00:01:29,00:00:00,3.7193,1,1,0,0,0,0,IRIS Simulations,"PLANETYPE_TURBO","iris-aircraft-pc21","IRIS PC-21 - PILATUS 2022",Runway,Free Flight,27.9560466918289,-82.5046056322753,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
210,2023/1/4 11:45:57,2023/1/4 11:01:02,KLAX,"Los Angeles International Airport,  Los Angeles CA",25,KLAX,"Los Angeles International Airport,  Los Angeles CA",00:00:01,00:00:00,00:00:01,0.0661,0,0,0,0,0,0,IRIS Simulations,"PLANETYPE_TURBO","iris-aircraft-pc21","IRIS PC-21 - PILATUS 2022",Runway,Free Flight,33.9397745394556,-118.380898497999,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
211,2023/1/4 12:13:59,2022/9/3 14:15:00,KJRB,"Downtown Manhattan Heliport,  New York NY",0,KJRB,"Downtown Manhattan Heliport,  New York NY",00:04:12,00:04:12,00:00:00,4.1485,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_ROTORCRAFT","asobo-aircraft-cabri-g2","Asobo Cabri G2",Flying,Discovery Flight,40.6887014772415,-74.046889655292,"HelicoWeather","asobo-discovery-helicopters"
212,2023/1/4 12:40:34,2023/1/4 2:32:01,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",31,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:00:00,00:00:00,00:00:00,0.5311,0,0,0,0,0,0,IRIS Simulations,"PLANETYPE_TURBO","iris-aircraft-pc21","IRIS PC-21 - PILATUS 2022",Runway,Free Flight,22.3100117479441,114.209395777434,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
213,2023/1/4 12:45:08,2023/1/4 2:32:02,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",31,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:00:02,00:00:02,00:00:00,0.6251,1,1,0,1,1,0,IRIS Simulations,"PLANETYPE_TURBO","iris-aircraft-pc21","IRIS PC-21 - PILATUS 2022",Runway,Free Flight,22.3096788062089,114.207050772384,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
214,2023/1/4 12:46:34,2023/1/4 2:32:02,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",31,VHHX,"Hong Kong International Airport Kai Tak,  Kowloon City KLN",00:00:51,00:00:51,00:00:00,2.2784,1,1,0,0,0,0,IRIS Simulations,"PLANETYPE_TURBO","iris-aircraft-pc21","IRIS PC-21 - PILATUS 2022",Runway,Free Flight,22.335837228485,114.203226529062,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
215,2023/1/4 13:02:02,2022/9/3 14:15:00,KJRB,"Downtown Manhattan Heliport,  New York NY",0,6N7,"New York Skyports Inc Seaplane Base,  New York NY",00:03:58,00:03:58,00:00:00,4.9212,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_ROTORCRAFT","asobo-aircraft-cabri-g2","Asobo Cabri G2",Flying,Discovery Flight,40.7735746244407,-73.9603040087968,"HelicoWeather","asobo-discovery-helicopters"
216,2023/1/5 10:40:51,2023/1/5 15:37:02,TFFJ,"Saint Barthélemy - Rémy de Haenen Airport,  Gustavia / Saint-Jean",10,TNCS,"Juancho E. Yrausquin Airport,  Saba",00:21:18,00:21:18,00:00:00,30.6949,1,1,0,1,1,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-c172sp-as1000","Cessna Skyhawk G1000 Asobo",Runway,Free Flight,17.6449851276027,-63.2198039442301,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
217,2023/1/5 12:45:09,2023/1/5 12:02:13,TFFJ,"Saint Barthélemy - Rémy de Haenen Airport,  Gustavia / Saint-Jean",10,TFFJ,"Saint Barthélemy - Rémy de Haenen Airport,  Gustavia / Saint-Jean",00:00:01,00:00:01,00:00:00,0.1532,1,1,0,1,1,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-c172sp-as1000","Cessna Skyhawk G1000 Asobo",Runway,Free Flight,17.9036178668733,-62.8436934482306,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
218,2023/1/5 12:46:20,2023/1/5 12:02:13,TFFJ,"Saint Barthélemy - Rémy de Haenen Airport,  Gustavia / Saint-Jean",10,TNCS,"Juancho E. Yrausquin Airport,  Saba",00:28:29,00:28:29,00:00:00,36.9230,1,1,0,1,1,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-c172sp-as1000","Cessna Skyhawk G1000 Asobo",Runway,Free Flight,17.6447241732697,-63.2185164000839,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
219,2023/1/11 9:43:16,2023/1/11 20:33:33,KNTU,"Oceana Naval Air Station,  Virginia Beach VA",23,KFFA,"First Flight Airport,  Kill Devil Hills NC",00:30:29,00:30:29,00:00:00,63.1751,1,1,0,1,1,0,VolcTech/FlightFX,"PLANETYPE_JET","ffx-aircraft-visionjet","FFX Vision Jet Shuttle",Runway,Free Flight,36.0175199340115,-75.6717818509787,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
220,2023/1/11 10:36:57,2023/1/11 20:33:09,KFFA,"First Flight Airport,  Kill Devil Hills NC",21,KFFA,"First Flight Airport,  Kill Devil Hills NC",00:00:54,00:00:54,00:00:00,0.6636,0,0,0,0,0,0,Asobo Studio,"PLANETYPE_ROTORCRAFT","asobo-aircraft-cabri-g2","Asobo Cabri G2",Runway,Free Flight,36.0140555402805,-75.6678083259612,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
221,2023/1/17 13:35:50,2023/1/17 20:05:02,KSFO,"San Francisco International Airport,  San Francisco CA",28,KSFO,"San Francisco International Airport,  San Francisco CA",00:00:00,00:00:00,00:00:00,0.0620,0,0,0,0,0,0,HPG,"PLANETYPE_OTHER","hpg-airbus-h145","Airbus H145 Military Livery 1",Runway,Free Flight,37.6138495763241,-122.357930922881,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
222,2023/1/17 13:40:51,2023/1/17 19:40:01,KLAX,"Los Angeles International Airport,  Los Angeles CA",25,KLAX,"Los Angeles International Airport,  Los Angeles CA",00:00:43,00:00:43,00:00:00,0.1155,1,1,0,0,0,0,HPG,"PLANETYPE_OTHER","hpg-airbus-h145","Airbus H145 Military Livery 1",Runway,Free Flight,33.9403864323743,-118.381537534297,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
223,2023/1/17 13:45:01,2023/1/17 19:40:02,KSFO,"San Francisco International Airport,  San Francisco CA",28,KSFO,"San Francisco International Airport,  San Francisco CA",00:00:08,00:00:08,00:00:00,0.0632,1,1,0,0,0,0,HPG,"PLANETYPE_OTHER","hpg-airbus-h145","Airbus H145 Luxury Livery 1",Runway,Free Flight,37.6138405778989,-122.357953721657,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
224,2023/1/17 13:50:14,2023/1/17 18:01:01,KLAX,"Los Angeles International Airport,  Los Angeles CA",25,KLAX,"Los Angeles International Airport,  Los Angeles CA",00:00:14,00:00:14,00:00:00,0.0717,1,1,0,0,0,0,HPG & Destroyer121, livery by Crispy136,"PLANETYPE_OTHER","hpg-airbus-h135","Airbus H135",Runway,Free Flight,33.9397655410303,-118.381033949554,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
225,2023/1/17 13:55:47,2022/9/3 7:02:02,KSFO,"San Francisco International Airport,  San Francisco CA",28,KSFO,"San Francisco International Airport,  San Francisco CA",00:00:20,00:00:00,00:00:20,0.0832,1,0,1,0,0,0,HPG,"PLANETYPE_OTHER","hpg-airbus-h145","Airbus H145 Luxury Livery 1",Runway,Free Flight,37.6140295448297,-122.358313053846,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
226,2023/1/17 13:57:52,2022/9/3 7:02:01,KSFO,"San Francisco International Airport,  San Francisco CA",28,KSFO,"San Francisco International Airport,  San Francisco CA",00:03:28,00:00:00,00:03:28,6.4269,1,0,1,0,0,0,HPG & Destroyer121, livery by Crispy136,"PLANETYPE_OTHER","hpg-airbus-h135","Airbus H135",Runway,Free Flight,37.6654015547279,-122.47502929531,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
227,2023/1/18 4:21:36,2023/1/18 4:01:03,RJTT,"Tokyo Haneda International Airport,  Tokyo 13",22,RJTT,"Tokyo Haneda International Airport,  Tokyo 13",00:00:16,00:00:16,00:00:00,0.9991,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_PROPELLER","asobo-aircraft-p51d-goldfinger","P51-D Mustang Asobo Reno Goldfinger",Runway,Free Flight,35.5542810008249,139.778883839026,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
228,2023/1/18 4:25:42,2023/1/18 4:01:02,RJTT,"Tokyo Haneda International Airport,  Tokyo 13",22,RJTT,"Tokyo Haneda International Airport,  Tokyo 13",00:00:07,00:00:07,00:00:00,0.3265,0,0,0,0,0,0,Microsoft,"PLANETYPE_PROPELLER","microsoft-aircraft-dc3","Douglas DC-3 WHITE - classic",Runway,Free Flight,35.5633874072037,139.772907793522,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
229,2023/1/18 4:27:07,2023/1/18 4:01:02,RJTT,"Tokyo Haneda International Airport,  Tokyo 13",22,RJTT,"Tokyo Haneda International Airport,  Tokyo 13",00:00:09,00:00:09,00:00:00,0.3487,0,0,0,0,0,0,Microsoft,"PLANETYPE_PROPELLER","microsoft-aircraft-dc3","Douglas DC-3 WHITE - classic",Runway,Free Flight,35.5624965631015,139.774208581075,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
230,2023/1/18 4:29:02,2023/1/18 4:01:02,RJTT,"Tokyo Haneda International Airport,  Tokyo 13",22,RJTT,"Tokyo Haneda International Airport,  Tokyo 13",00:00:17,00:00:17,00:00:00,0.9562,1,1,0,0,0,0,Microsoft,"PLANETYPE_PROPELLER","microsoft-aircraft-dc3","Douglas DC-3 WHITE - classic",Runway,Free Flight,35.5542000149974,139.766568643972,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
231,2023/1/18 4:32:09,2023/1/18 4:01:05,RJTT,"Tokyo Haneda International Airport,  Tokyo 13",22,RJTIH,"",00:04:28,00:04:28,00:00:00,13.5985,1,1,0,0,0,0,Asobo Studio,"PLANETYPE_TURBO","asobo-aircraft-tbm930","TBM 930 Asobo",Runway,Free Flight,35.6234159022171,139.987800093368,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
232,2023/1/23 8:28:12,2023/1/23 18:10:34,TDPD,"Douglas-Charles Airport,  Marigot 2",27,TVSV,"E T Joshua Airport,  Arnos Vale 4",00:34:14,00:34:14,00:00:00,160.0426,1,1,0,1,1,0,IRIS Simulations,"PLANETYPE_TURBO","iris-aircraft-pc21","IRIS PC-21 - PILATUS 2022",Runway,Free Flight,13.1464293748594,-61.2050289474428,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
233,2023/1/23 9:07:10,2023/1/23 18:10:04,TVSV,"E T Joshua Airport,  Arnos Vale 4",25,TVSU,"Union Island International Airport,  Union Island 6",00:15:39,00:15:39,00:00:00,45.5880,1,1,0,1,1,0,IRIS Simulations,"PLANETYPE_TURBO","iris-aircraft-pc21","IRIS PC-21 - PILATUS 2022",Runway,Free Flight,12.6000359937011,-61.4131398685277,"TT:MENU.WEATHERTYPE_9CLEAR_SKY","asobo-freeflights"
234,2023/1/24 6:31:00,2023/1/24 13:59:26,LFLE,"Chambéry Challes-les-Eaux Airfield,  Barby ARA",32,DEU11,"",00:28:25,00:28:25,00:00:00,94.0863,1,1,0,0,0,0,IRIS Simulations,"PLANETYPE_TURBO","iris-aircraft-pc21","IRIS PC-21 - PILATUS 2022",Runway,Free Flight,46.116767565676,6.03442898020148,"Live","asobo-freeflights"
235,2023/1/29 12:37:06,2023/1/29 12:37:07,MDPC,"Punta Cana International Airport,  Punta Cana 11",8,TNCM,"Princess Juliana International Airport,  Saint Martin",01:05:48,01:05:48,00:00:00,321.4163,1,1,0,1,1,0,IRIS Simulations,"PLANETYPE_TURBO","iris-aircraft-pc21","IRIS PC-21 - PILATUS 2022",Runway,Free Flight,18.0430394680931,-63.11224241741,"Live","asobo-freeflights"
